rcv	1464.38	DATA	35867	1000
snd	1464.40	ACK	36867	0
rcv	1567.86	DATA	31867	1000
snd	1567.92	ACK	32867	0
rcv	1568.09	DATA	36867	1000
snd	1568.12	ACK	37867	0
rcv	1568.17	DATA	37867	1000
snd	1568.20	ACK	38867	0
rcv	1568.24	DATA	38867	1000
snd	1568.27	ACK	39867	0
rcv	1568.31	DATA	39867	1000
snd	1568.33	ACK	40867	0
rcv	1568.37	DATA	40867	1000
snd	1568.39	ACK	41867	0
rcv	1568.42	DATA	41867	1000
snd	1568.44	ACK	42867	0
rcv	1568.48	DATA	42867	1000
snd	1568.50	ACK	43867	0
rcv	1568.53	DATA	43867	1000
snd	1568.55	ACK	44867	0
rcv	1568.59	DATA	44867	1000
snd	1568.61	ACK	45867	0
rcv	1670.06	DATA	40867	1000
snd	1670.11	ACK	41867	0
rcv	1774.60	DATA	40867	1000
snd	1774.68	ACK	41867	0
rcv	1774.89	DATA	45867	1000
snd	1774.93	ACK	46867	0
rcv	1774.99	DATA	46867	1000
snd	1775.02	ACK	47867	0
rcv	1775.05	DATA	47867	1000
snd	1775.08	ACK	48867	0
rcv	1775.14	DATA	48867	1000
snd	1775.16	ACK	49867	0
rcv	1775.20	DATA	49867	1000
snd	1775.22	ACK	50867	0
rcv	1775.25	DATA	50867	1000
snd	1775.28	ACK	51867	0
rcv	1775.31	DATA	51867	1000
snd	1775.33	ACK	52867	0
rcv	1775.37	DATA	53867	1000
snd	1775.39	ACK	54867	0
rcv	1775.42	DATA	54867	1000
snd	1775.45	ACK	55867	0
rcv	1775.48	DATA	55867	1000
snd	1775.50	ACK	56867	0
rcv	1775.54	DATA	56867	1000
snd	1775.56	ACK	57867	0
rcv	1879.80	DATA	52867	1000
snd	1879.85	ACK	53867	0
rcv	1880.02	DATA	57867	1000
snd	1880.05	ACK	58867	0
rcv	1880.10	DATA	58867	1000
snd	1880.12	ACK	59867	0
rcv	1984.92	DATA	54867	1000
snd	1984.96	ACK	55867	0
rcv	1985.13	DATA	59867	1000
snd	1985.16	ACK	60867	0
rcv	1985.21	DATA	60867	1000
snd	1985.24	ACK	61867	0
rcv	1985.28	DATA	61867	1000
snd	1985.30	ACK	62867	0
rcv	1985.34	DATA	62867	1000
snd	1985.36	ACK	63867	0
rcv	2088.74	DATA	58867	1000
snd	2088.82	ACK	59867	0
rcv	2088.98	DATA	63867	1000
snd	2089.01	ACK	64867	0
rcv	2089.09	DATA	64867	1000
snd	2089.11	ACK	331	0
rcv	2189.17	DATA	60867	1000
snd	2189.23	ACK	61867	0
rcv	2189.40	DATA	331	1000
snd	2189.45	ACK	1331	0
rcv	2189.51	DATA	1331	1000
snd	2189.53	ACK	2331	0
rcv	2189.57	DATA	2331	1000
snd	2189.60	ACK	3331	0
rcv	2293.23	DATA	331	1000
snd	2293.27	ACK	1331	0
rcv	2293.40	DATA	5331	1000
snd	2293.42	ACK	6331	0
rcv	2293.45	DATA	6331	1000
snd	2293.47	ACK	7331	0
rcv	2293.49	DATA	7331	1000
snd	2293.50	ACK	8331	0
rcv	2398.42	DATA	3331	1000
snd	2398.49	ACK	4331	0
rcv	2502.85	DATA	3331	1000
snd	2502.92	ACK	4331	0
rcv	2503.09	DATA	8331	1000
snd	2503.17	ACK	9331	0
rcv	2705.35	DATA	4331	1000
snd	2705.44	ACK	5331	0
rcv	2705.65	DATA	9331	1000
snd	2705.69	ACK	10331	0
rcv	2705.82	DATA	10331	1000
snd	2705.85	ACK	11331	0
rcv	2807.62	DATA	6331	1000
snd	2807.71	ACK	7331	0
rcv	2807.92	DATA	11331	1000
snd	2807.97	ACK	12331	0
rcv	2808.04	DATA	12331	1000
snd	2808.07	ACK	13331	0
rcv	2808.11	DATA	13331	1000
snd	2808.14	ACK	14331	0
rcv	2808.20	DATA	14331	1000
snd	2808.23	ACK	15331	0
rcv	2808.27	DATA	15331	1000
snd	2808.29	ACK	16331	0
rcv	2808.33	DATA	16331	1000
snd	2808.36	ACK	17331	0
rcv	2808.40	DATA	17331	1000
snd	2808.42	ACK	18331	0
rcv	2808.46	DATA	18331	1000
snd	2808.48	ACK	19331	0
rcv	2808.54	DATA	19331	1000
snd	2808.56	ACK	20331	0
rcv	2808.60	DATA	20331	1000
snd	2808.62	ACK	21331	0
rcv	2808.66	DATA	21331	179
snd	2808.68	ACK	21510	0
rcv	2909.60	DATA	21331	179
snd	2909.65	ACK	21510	0
rcv	2909.83	FIN	21510	0
snd	2909.87	ACK	21511	0
Original data received:     125179
Original segments received: 126
Dup data segments received: 14
Dup ack segments sent:      15
